32.3701666667 31.8962222222 32.9782777778 32.4620555556 33.0091111111 31.6583333333 33.2321111111 32.2798888889 33.2000555556 32.7036666667 33.8923333333 33.4023333333 32.7686666667 33.008 33.0237222222 32.4005555556 33.0392222222 33.4760555556 32.3751111111 32.0194444444
32.8492777778 32.4466111111 32.5507222222 32.7996666667 32.3511111111 31.6583333333 32.2553333333 32.7138888889 32.5765 31.9598333333 32.8996111111 33.7711111111 34.0385 32.5800555556 32.2049444444 31.9359444444 33.0207777778 32.8644444444 32.4997222222 33.1342222222
32.7847777778 32.5872777778 32.2508888889 32.7267777778 33.0881666667 31.6583333333 32.2207777778 32.5336111111 32.1606111111 32.0208333333 33.3755555556 32.8503888889 32.1508333333 32.4902222222 32.1935555556 32.131 33.1495555556 32.0132777778 31.7337777778 34.5197777778
32.7545 32.5028888889 32.4654444444 32.7308888889 32.4435555556 31.6583333333 32.7347222222 32.4481111111 31.6564444444 31.8333888889 33.4116111111 32.3509444444 32.041 32.102 32.7147222222 32.7597222222 32.8951666667 32.1578888889 31.9335 34.7258333333
32.4586666667 32.0054444444 31.7747777778 32.8702777778 32.3786666667 31.8092222222 32.4114444444 32.9332222222 31.6564444444 32.0045555556 33.1753888889 32.5693888889 32.2562222222 31.8663888889 32.2307222222 32.3317222222 32.0975555556 32.0738333333 32.2797777778 33.8950555556
32.3130555556 32.163 32.5063888889 32.6669444444 32.548 31.9497777778 31.7466111111 32.3983888889 31.6564444444 32.6835555556 31.8678888889 32.5343333333 32.144 31.8262777778 32.0153333333 32.0401111111 31.7103333333 31.8052777778 32.3703333333 32.0855555556
32.1623888889 32.3436111111 32.0632777778 31.9700555556 32.1211111111 32.2112222222 31.6205555556 32.5254444444 31.9656111111 31.8645555556 32.3935555556 32.4226111111 32.3836666667 31.8628333333 32.7838888889 32.2023888889 32.4877777778 32.0092222222 32.5988888889 32.1023888889
32.0115555556 32.2188333333 32.3031666667 32.1091666667 32.4427777778 32.1732222222 31.6205555556 32.7443333333 31.9087777778 31.9023333333 31.8954444444 32.1890555556 32.0246111111 32.3098888889 32.7068333333 32.6995 32.0565555556 32.2364444444 31.9014444444 32.1892222222
31.7603888889 32.0472222222 32.3138333333 31.7396666667 32.1658333333 31.8274444444 31.6205555556 32.3795555556 32.2071111111 31.9302222222 31.7824444444 32.485 32.1399444444 31.9775 32.0958888889 31.9862222222 32.098 32.1741666667 32.4815555556 32.2016111111
31.8938333333 32.1517222222 32.7678333333 32.3731666667 32.7871111111 32.3588333333 31.6205555556 32.0223333333 31.8741111111 31.8805 31.7972777778 31.9928888889 31.5626111111 32.6256666667 31.7552222222 32.0987222222 32.2151666667 31.6553888889 32.1224444444 31.8018333333
31.8916666667 31.9468888889 31.6929444444 32.1768333333 32.8596111111 32.2310555556 31.6795555556 32.1386666667 32.107 32.3333888889 32.3436111111 32.1472777778 31.5626111111 32.3492222222 31.8032222222 33.2600555556 32.2520555556 31.7996666667 32.9192777778 31.9528888889
32.1463888889 32.6024444444 32.1539444444 32.2051111111 32.5085 32.2622222222 31.9655555556 32.2898888889 31.9451666667 32.2866111111 32.2716666667 32.2705 31.5626111111 32.2053888889 32.9428333333 32.2418888889 31.6037222222 31.9441111111 32.2187777778 32.7451111111
32.1280555556 32.1802777778 32.6272222222 31.7570555556 32.0517777778 32.2097777778 31.9593888889 32.1352222222 32.5254444444 32.0672222222 32.0598333333 32.3344444444 31.5626111111 32.4414444444 31.8685 32.1690555556 32.0600555556 31.9213888889 31.8142777778 32.1443888889
31.9529444444 32.7786111111 32.3605555556 32.0435 32.4908888889 32.3374444444 32.0022777778 31.8283333333 32.6211666667 32.1433888889 32.083 31.8088333333 31.5626111111 32.2379444444 32.0075555556 31.9912222222 31.9133333333 32.0837777778 31.9011666667 32.9418888889
31.9500555556 32.2273888889 31.7903888889 32.0842222222 32.4255555556 32.0904444444 32.2492222222 32.504 31.7545 32.0322222222 32.6087222222 31.883 31.5626111111 32.5135555556 31.9967222222 32.0895555556 31.7754444444 31.9933333333 32.1323333333 32.7708888889
